3703,5,1306463603
3949,0.5,1306464245
4518,5,1306463770
5048,0.5,1306464284
5181,5,1306463718
5746,5,1306463708
5764,4.5,1306464021
5919,5,1306463825
6238,0.5,1306464204
6835,5,1306463670
7899,4.5,1306464036
7991,5,1306463684
26409,4.5,1306463993
70946,5,1306463815
72378,0.5,1306464164
21,3,986935199
32,2,945173447
45,3,986935047
47,2,945173425
52,3,964622786
58,3,964538444
106,4,986848784
125,5,964622758
126,1,986848920
162,5,945078571
171,3,945078428
176,5,964622565
190,2,945079259
215,5,945079078
222,1,945629040
232,5,964622684
235,2,945173513
247,3,986848894
260,5,945079259
265,5,964538468
296,1,945173350
319,5,945079182
342,5,964538500
345,4,945629063
348,4,964622786
351,3,986934901
357,3,964623306
368,4,945078690
417,2,945078467
441,1,986934915
450,2,986848828
457,5,945079259
475,5,945174290
492,5,945079872
509,1,945079106
538,5,945078636
539,1,964538832
553,2,945079301
588,4,945079670
593,5,964539986
595,3,986848609
599,2,945078587
608,5,964540008
648,3,945079906
708,4,986935230
759,3,945078601
800,4,945079106
892,4,964622714
898,5,964623347
899,4,945079653
902,4,945078446
904,4,945079837
908,5,945173902
910,5,945173989
912,5,945173902
914,5,945079670
919,5,945079521
920,5,945173602
930,5,964538571
937,3,986849085
1025,4,945079232
1046,5,945173654
1057,3,964540578
1060,2,986934819
1073,4,945079483
1077,5,945173692
1079,2,945078946
1080,5,986934696
1084,5,945079259
1086,5,964539723
1094,3,964538500
1103,5,964539723
1136,5,986934625
1179,4,964539180
1183,1,964778513
1188,5,964538500
1196,5,964538763
1197,5,964538763
1198,3,964538728
1199,2,945078967
1203,5,945174025
1211,1,964539205
1213,4,945079729
1219,4,964539961
1225,4,964539326
1250,5,945174008
1259,4,964538728
1265,4,964622684
1266,4,986849037
1279,2,986934832
1282,5,945079653
1283,5,945078690
1288,4,945079653
1291,4,964538763
1304,3,945078467
1391,1,945173766
1449,5,945079767
1466,4,945173492
1500,4,964622830
1517,4,945079790
1580,3,986935244
1597,1,945079906
1617,2,945079837
1641,4,964622758
1704,1,945629015
1719,4,945079956
1732,4,945079889
1733,5,945079143
1734,3,964539357
1834,5,945174134
1860,2,986849001
1883,4,964622642
1885,3,964622617
1892,2,964539431
1895,4,945629179
1907,3,964540505
1914,4,964622714
1916,1,986934786
1923,3,986934870
1947,5,945079653
1966,2,964622684
1967,5,945078967
1968,4,986934786
2019,2,945078690
2076,4,945079052
2078,5,945079521
2109,4,986935016
2145,3,986935328
2150,5,986934738
2174,5,964539855
2186,5,945174008
2203,4,945079729
2204,5,964540008
2282,1,945629238
2324,1,964622590
2336,2,964538964
2351,4,945078467
2359,4,964622590
2390,5,945079164
2395,3,964623306
2406,4,986935302
2467,4,945079858
2571,1,945173385
2583,5,945078863
2599,5,964622684
2628,1,986848894
2683,4,945079790
2692,5,945079013
2712,2,945078542
2762,4,964539986
2763,1,964778621
2770,2,945173553
2791,5,964539628
2843,5,945078814
2858,5,964539140
2874,4,986935016
2921,4,945078708
2926,5,986934870
2959,2,945078528
2973,2,945078946
2997,4,986848610
3033,4,986936200
3044,5,945079920
3060,4,986934884
3079,3,964778197
3083,5,964622487
3160,4,964539121
3175,1,964538930
3176,4,964539771
3204,4,964539828
3255,4,964623306
3317,4,986934498
3358,3,964622758
3365,5,964538329
3386,4,964539395
3408,4,986849238
3481,2,964538243
3489,1,986848908
3508,5,964538351
3538,2,986849212
3591,1,986935199
3788,3,964539085
3809,3,986936207
3851,5,986849180
3897,4,986934465
3911,3,986849149
3967,4,986849164
3996,4,986849130
4002,3,986934819
4014,1,986849254
4020,3,986848856
4021,4,986849180
4027,3,986849201
4029,3,986849226
4033,4,986849149
4034,5,986848753
4074,3,986848665
4121,4,986934901
4144,3,986848685
4166,3,986848700
4226,2,1007569424
4239,5,986848685
4246,4,1007574542
4252,3,1007569465
4260,2,1007569424
4273,4,1007574470
4308,1,1007569465
4347,4,1007569586
4381,3,1007574509
4641,1,1007569586
4741,3,1007574532
4765,5,1007569445
4881,3,1007569445
4896,4,1007574532
4902,4,1007569465
4967,5,1007569424
1,4,847434962
21,4,847435238
34,4,847434881
36,4,847435292
39,3,847434961
50,4,847434881
58,5,847435238
110,4,847434880
150,3,847434748
153,3,847434802
232,4,847435292
247,5,847435337
253,3,847435292
261,4,847435238
265,3,847435129
266,1,847435311
290,5,847435311
296,5,847434748
300,3,847435337
316,2,847434832
318,3,847434880
344,3,847434802
349,3,847434832
357,2,847435238
364,3,847434882
367,4,847435129
380,2,847434748
410,3,847435292
457,4,847434801
474,4,847435337
475,5,847435311
515,3,847435129
527,5,847434960
531,4,847435258
534,3,847435311
588,4,847434801
589,3,847435258
590,5,847434747
592,3,847434747
594,5,847435238
595,5,847434832
596,5,847435292
597,3,847434962
608,3,847435258
2,4,845553522
3,5,845554296
4,3,845554349
5,5,845553938
6,4,845553757
7,4,845554264
8,3,845555281
10,3,845553253
11,4,845553489
13,3,845555588
15,4,845554505
16,4,845553819
17,4,845553559
19,2,845553382
21,2,845553382
22,5,845553875
24,4,845554397
25,3,845553695
26,4,845555362
27,3,845555402
31,3,845553819
32,4,845553426
34,4,845553354
36,5,845553726
41,4,845554962
43,4,845555607
45,3,845553907
46,4,845554551
47,4,845553317
50,1,845553381
54,4,845555402
60,4,845554263
61,4,845555454
62,4,845553660
65,3,845555070
66,3,845555151
76,4,845555317
79,3,845554907
86,5,845556131
87,3,845555300
88,2,845555694
89,4,845555124
92,4,845555454
93,4,845554584
95,4,845553559
100,3,845555151
102,1,845555436
104,4,845554349
105,3,845553757
110,5,845553283
112,4,845553994
113,3,845556257
126,3,845555342
135,3,845554987
140,3,845555024
141,4,845553586
145,4,845553966
146,4,845555607
150,4,845553110
151,4,845553586
153,3,845553146
158,4,845553660
159,3,845555006
160,5,845553457
161,3,845553253
163,3,845553907
165,3,845553146
168,5,845553695
170,3,845554263
171,3,845555402
174,3,845554479
177,3,845554931
179,1,845555362
180,2,845555006
181,3,845553938
185,3,845553283
186,3,845553619
189,3,845556241
191,2,845554931
195,4,845554455
196,3,845553586
201,3,845556290
204,3,845553619
205,3,845555477
207,4,845554024
208,3,845553253
209,3,845556106
210,4,845556310
212,4,845556181
216,4,845554099
217,3,845555382
218,2,845553994
219,3,845556131
222,4,845554024
224,3,845553794
225,4,845553381
230,5,845553966
231,3,845553174
234,2,845554176
236,4,845553559
237,4,845553875
239,3,845554987
240,3,845555571
243,3,845555588
248,5,845554263
250,4,845555588
251,3,845556257
252,4,845553619
253,3,845553283
254,3,845555655
256,3,845553726
257,5,845554176
258,3,845555172
261,4,845553695
262,5,845554551
265,3,845553726
266,3,845553457
267,3,845554376
270,3,845555172
271,4,845555249
273,3,845553875
274,4,845555151
276,4,845553907
277,5,845553844
279,3,845555436
281,4,845554320
282,3,845553522
288,2,845553283
289,3,845554455
291,3,845555571
292,4,845553253
293,3,845553660
296,2,845553110
302,3,845555436
303,3,845554099
304,4,845555546
310,3,845556119
312,1,845555151
313,3,845555546
314,5,845554603
315,4,845553522
316,5,845553174
317,4,845553457
318,5,845553200
327,1,845554062
329,4,845553200
330,3,845555071
332,3,845555046
333,5,845553757
336,3,845556223
337,5,845553586
339,4,845553253
340,4,845555265
342,3,845553938
343,3,845555172
344,3,845553146
347,3,845555300
348,3,845553938
349,5,845553146
350,5,845553489
351,4,845554455
352,3,845555382
353,4,845553726
354,4,845555402
355,4,845553819
356,5,845553200
357,3,845553457
358,3,845555265
359,3,845556412
360,3,845555094
361,4,845554376
362,3,845553994
364,5,845553317
366,3,845554962
367,4,845553317
368,5,845553726
370,4,845553794
371,3,845554141
374,3,845554296
377,5,845553317
378,3,845554987
380,4,845553110
381,3,845553994
382,3,845554397
383,3,845554320
405,3,845554603
410,3,845553354
412,3,845554505
415,4,845554420
416,3,845554962
419,3,845554224
426,3,845554551
432,5,845553489
434,4,845553200
435,3,845553489
437,3,845554505
440,4,845553457
445,3,845555124
450,4,845555024
454,4,845553283
455,3,845554062
457,5,845553174
458,3,845555546
460,3,845555281
466,2,845553844
468,4,845553907
469,4,845555477
472,3,845555632
474,4,845553522
475,4,845554099
477,4,845554141
480,5,845553200
485,3,845553794
489,3,845554505
490,3,845554584
491,4,845554141
493,3,845555172
494,3,845554176
497,3,845553819
500,5,845553354
502,3,845554455
505,3,845555317
508,4,845553586
509,3,845553522
510,3,845555546
515,4,845553794
516,4,845554908
520,3,845553844
524,3,845554479
527,3,845553426
531,3,845554296
532,3,845554224
536,3,845556181
537,3,845554551
539,3,845553426
540,3,845554099
542,4,845554524
543,3,845554099
546,2,845554349
548,3,845554908
552,3,845553875
553,5,845553559
569,4,845555342
575,3,845555070
587,5,845553381
588,5,845553146
589,3,845553317
590,5,845553109
592,3,845553109
593,4,845553174
594,4,845553819
595,5,845553174
596,3,845554141
597,4,845553354
606,3,845555024
608,3,845553844
609,4,845555342
616,5,845554062
628,3,845555300
631,4,845555265
637,4,845555046
640,1,845555362
647,4,845555151
662,3,845556147
667,3,845555342
694,3,845555694
697,3,845556378
700,4,845556147
704,3,845555571
708,4,845554376
709,5,845555249
710,3,845556223
711,4,845555317
719,2,845555694
736,5,845553619
747,3,845555046
762,1,845555006
765,3,845555632
775,3,845556462
780,5,845556915
783,5,845554584
795,3,845556506
799,3,845555656
801,3,845556194
802,4,845554584
818,3,845555514
830,5,845556222
835,4,845556194
837,3,845556241
838,4,845555514
839,3,845556120
842,3,845555675
848,4,845556340
852,4,845555694
867,3,845556412
880,3,845556181
881,3,845556340
888,3,845556448
891,3,845556241
979,3,845556808
981,3,845556567
986,4,845556475
991,4,845556808
996,4,845556323
999,2,845556412
1004,4,845556506
1006,4,845556694
1042,3,845556462
1049,5,845556694
1061,4,845556860
1064,4,845556579
1073,3,845555571
1082,4,845556278
1084,3,845555454
1,4.5,1106635946
50,4.5,1106635993
58,3,1106635520
150,4.5,1106635925
165,4,1106635987
260,5,1106635933
356,5,1106635915
380,3,1106635937
466,5,1106635532
480,5,1106635917
587,2,1106635714
588,3,1106635971
589,2.5,1106635940
592,3,1106635922
593,5,1106635912
595,3.5,1106712636
648,4,1106635981
750,4,1106636810
780,4.5,1106635943
920,3,1106635685
924,4,1106712615
1101,4,1106635502
1183,1.5,1106712613
1196,4,1106635996
1208,4,1106635462
1210,4,1106635965
1219,5,1106635496
1220,4.5,1106635464
1240,5,1106712575
1246,1.5,1106635678
1270,5,1106635681
1517,3.5,1106635489
1584,5,1106635423
1610,4,1106635429
1617,3,1107127060
1682,3,1106635653
1784,0.5,1106635416
1917,4,1106635484
1923,1.5,1106635444
1954,4.5,1106635657
2019,5,1106713565
2324,2,1106712559
2353,3.5,1106635625
2529,5,1106635640
2628,1.5,1106712553
2640,3,1106635540
2671,4.5,1113542732
2683,2,1106635420
2688,2.5,1106713072
2701,1.5,1106713076
2717,3.5,1106713081
2762,4.5,1106635648
2858,4,1106712546
3114,4.5,1106635500
3354,1.5,1106713005
3408,4.5,1106712549
3578,1.5,1106636534
3623,1,1106712541
3793,3.5,1106635630
3869,5,1106635733
3916,4,1106636596
3977,2.5,1106635635
3994,3,1161738301
4018,4,1106712913
4223,2,1106635742
4246,2,1110855253
4306,4,1106635524
4310,0.5,1107127033
4370,4.5,1106712869
4643,1,1106635749
4700,1.5,1109746591
4844,1.5,1161738352
4874,3,1106635738
4886,4,1106636531
4896,4,1106636718
4963,4,1106636702
4993,4.5,1106636589
4995,4.5,1106636610
5218,3.5,1106712866
5349,3.5,1106636606
5378,0.5,1106635735
5445,4,1106636707
5459,3,1106712820
5464,3,1106636612
5502,1.5,1106635745
5618,5,1106713586
5816,4.5,1106635705
5952,4.5,1106636527
5989,4,1106636600
5991,4.5,1106712818
6333,4,1106636516
6365,4,1106712831
6534,0.5,1157949714
6539,4.5,1106636584
6863,4.5,1106712827
6934,2,1106712812
7143,4.5,1106636579
7153,4,1106636520
7155,3,1173051472
7445,4,1107473963
8207,4.5,1106713442
8360,3.5,1106636782
8368,2.5,1106636592
8373,2,1108602792
8528,4.5,1106636844
8636,4.5,1106636511
8665,3.5,1108602755
8666,1,1106779625
8783,1,1161738306
8798,4.5,1106636602
8808,1.5,1109746594
8865,1,1106713549
8870,3.5,1118025961
8907,1,1110757877
8908,4.5,1122333561
8949,4,1110757890
8957,4,1106636098
8958,3.5,1110173697
8961,4,1106636064
8965,1,1106636095
8970,2.5,1106636069
8972,2.5,1111552650
8984,4,1106636101
27741,3,1107474020
30812,3.5,1113353083
30816,2,1107127004
31878,3.5,1118025982
32029,2,1118025946
32031,1.5,1122940686
32296,2,1118026013
32587,3.5,1128486479
33162,3.5,1116550784
33493,1,1121041079
33794,2,1121041002
33836,1,1125442102
34048,3,1121041015
34319,4.5,1122333538
37741,3.5,1162163504
38388,3.5,1149548381
42002,4.5,1144806100
45499,4,1157949636
45517,4.5,1157066190
45668,1,1159225196
45730,0.5,1161738279
46530,1,1157949732
48516,1,1169687318
48783,4.5,1162163488
48997,2.5,1174263740
49272,4.5,1165876367
49278,3.5,1174263775
49286,0.5,1176181731
49824,3,1173051469
2,4,839463806
10,2,839463509
11,4,839463806
21,4,839463564
32,3,839463624
34,5,839463546
39,3,839463644
47,4,839463546
50,5,839463644
110,3,839463527
141,3,839464076
150,4,839463422
153,2,839463451
185,5,839463509
186,4,839463856
208,3,839463509
231,4,839463470
235,3,839464076
236,3,839463767
252,3,839463856
253,5,839463509
282,3,839463767
292,3,839463489
296,4,839463422
317,3,839463644
318,5,839463489
339,3,839463509
356,3,839463527
357,5,839463767
364,5,839463546
367,3,839463564
377,4,839463644
380,5,839463422
432,1,839463702
440,3,839463728
454,4,839463546
457,3,839463489
480,4,839463527
500,2,839463624
527,5,839463728
539,3,839463728
586,3,839463702
587,3,839463702
590,5,839463422
592,3,839463422
593,4,839463470
597,3,839463728
41,3,1044656650
187,3,1044657119
223,4,1044656650
371,3,1044656716
627,3,1044657102
922,4,1044657026
923,5,1044657026
1037,2,1044656650
1095,4,1044657088
1198,5,1044656716
1270,5,1044657088
1674,4,1044656650
1987,2,1044656716
2011,3,1044657200
2012,4,1044657237
2023,3,1044656650
2300,5,1044657072
2877,3,1044657221
2901,2,1044656716
3173,2,1044656650
3328,3,1044656650
3735,3,1044657051
4131,1,1044657221
4558,1,1044656650
4993,5,1044657051
5218,4,1044656811
5378,3,1044656811
5445,4,1044656792
5447,4,1044656836
5451,4,1044656836
5481,5,1044656836
5507,1,1044656836
5841,1,1044657318
5843,3,1044657269
5872,3,1044656962
5890,4,1044656792
5891,1,1044657318
5893,4,1044657144
5902,5,1044656934
5952,5,1044656908
5956,4,1044656962
5962,1,1044657338
5965,4,1044657185
5988,2,1044657269
6001,4,1044657072
6044,2,1044657285
296,1,1455303387
356,3.5,1455301685
588,4,1455306173
597,3.5,1455357645
912,4,1455302254
1028,0.5,1455306152
1088,3,1455619275
1247,3,1455303518
1307,3,1455357613
1784,3.5,1455301699
1907,4,1455306183
2571,0.5,1455356378
2671,3.5,1455357517
2762,0.5,1455356388
2858,1,1455356578
2959,0.5,1455356582
3578,4,1455356591
3882,3,1455398344
4246,3.5,1455302676
4306,4.5,1455356595
4447,4.5,1455398321
4993,4,1455356385
4995,4,1455301798
5066,3,1455399329
5377,3.5,1455301898
5620,3,1455357578
5943,3,1455303078
5952,4,1455356588
5957,3,1455397999
6155,3,1455357557
6266,3,1455303070
6377,3.5,1455306101
6535,4,1455398379
6942,4,1455301621
7149,4,1455399533
7151,3,1455302670
7153,4,1455356347
7154,4,1455399087
7169,4.5,1455303046
7293,3.5,1455402085
7375,4,1455303057
7451,3.5,1455399289
7458,5,1455356656
8529,3.5,1455398107
8533,5,1455301847
8636,3.5,1455356713
8665,3.5,1455356327
8808,3,1455397936
8869,5,1455303064
8961,2.5,1455302401
8969,3.5,1455302697
8970,1,1455398160
30749,3.5,1455398096
31433,2.5,1455357527
31685,4.5,1455357602
33145,3,1455398153
33679,3,1455357626
33794,5,1455302031
40629,3,1455356796
40819,4,1455301745
41285,2.5,1455301854
47099,3,1455401876
49272,5,1455302162
49286,5,1455357502
51662,3,1455356357
51705,4.5,1455359663
51834,1.5,1455399396
54286,3.5,1455356320
56367,3.5,1455301825
56949,3,1455357531
58047,3.5,1455302791
58559,4.5,1455302113
59333,2.5,1455357564
59421,2,1455398002
60397,3,1455302689
60950,2,1455301965
61250,2.5,1455398339
63113,3.5,1455302183
63992,4.5,1455356863
64969,0.5,1455357607
66203,3.5,1455357596
68954,4,1455304158
69406,4.5,1455302747
69844,3,1455399200
70183,3,1455357636
70293,0.5,1455398141
71579,5,1455301869
72011,2.5,1455301741
72330,3.5,1455399573
72407,3,1455356987
72720,3.5,1455301822
72737,3.5,1455398131
72998,2.5,1455356351
73017,3,1455356691
74450,3,1455357541
77841,2,1455302684
78772,3,1455356988
79091,5,1455306124
80549,3.5,1455399347
81784,2.5,1455357716
81845,5,1455302591
81847,3.5,1455399313
82167,3.5,1455357720
82499,2,1455398390
84374,3.5,1455357730
86548,3,1455398396
87222,3.5,1455306257
88163,4,1455357504
88810,3,1455399281
91104,3,1455356990
91529,5,1455302120
92259,5,1455301553
94070,4.5,1455357387
95167,4,1455398177
95449,4,1455356885
95510,3,1455398127
95543,3.5,1455399376
96079,5,1455302172
97024,0.5,1455301892
97938,1,1455398105
98203,3,1455356994
103335,4,1455398111
103339,4,1455356177
104374,4,1455357653
105211,2.5,1455399232
106489,3.5,1455357076
106696,4.5,1455306204
106782,1,1455398089
107141,2,1455399188
109374,0.5,1455302315
109487,0.5,1455398092
109853,4,1455357656
112006,4,1455398144
113275,4.5,1455357698
113394,4,1455398275
119145,1,1455302650
129428,3.5,1455357384
136020,5,1455302192
137595,4,1455356898
140110,5,1455356776
6,5,902154266
10,3,902154316
36,4,902155135
44,2,902154593
95,3,902154458
110,5,902154266
150,5,902154266
153,3,902154593
165,3,902154567
170,4,902154621
208,3,902154706
292,4,902154383
318,4,902155070
349,5,902154342
356,5,901200263
368,3,904510567
376,2,902154684
377,3,902154431
380,4,902154431
434,3,902154685
457,5,902154316
466,3,902154805
474,4,902154431
480,4,902154383
493,3,902154805
511,4,902154514
529,5,902155043
589,4,902154266
593,5,902155102
648,4,902154514
733,4,902154431
736,4,902154542
780,4,902154487
1100,3,902154621
1101,5,901200233
1210,4,902154266
1358,4,902155136
1370,3,902154383
1385,3,902154542
1391,1,902154685
1408,5,902154383
1438,3,902154647
1518,4,902154431
1552,4,902154458
1573,3,902154542
1584,5,902155136
1586,4,902154487
1597,4,902154487
1604,4,902154647
1608,4,902154316
1616,3,902154542
1687,3,902154647
1693,5,902155102
1704,4,902155102
1721,5,902154989
1784,5,902155043
1840,4,901200111
1882,2,901200143
1917,4,901200037
1918,4,901200070
1923,4,904510428
2002,2,902154383
2027,3,904510428
2028,5,902153951
39,4,1247264471
168,5,1247264411
222,5,1247263465
256,5,1247263375
261,4.5,1247263357
277,3,1247263371
357,3.5,1247264106
543,3.5,1247263318
830,4,1247263452
838,5,1247264096
920,4.5,1247264114
1265,3.5,1247264118
1357,5,1247263404
1405,3,1247263395
1721,5,1247264463
1876,3.5,1247263334
2072,5,1247263670
2100,3.5,1247263337
2421,3,1247263495
2485,5,1247264406
2572,5,1247263689
2581,5,1247263444
2694,4,1247263398
2717,5,1247263428
3668,5,1247264220
3967,4.5,1247263471
4018,4.5,1247264420
5620,4,1247264417
6942,5,1247264138
8533,5,1247264151
40629,5,1247264192
63992,5,1247264457
47,5,987895819
305,1,987456968
597,3,987456968
1173,3,987457052
1198,5,987456848
1590,4,987457086
1619,3,987895819
1639,4,987456818
1721,4,987456818
2145,3,987456968
2174,3,987456818
2541,2,987456818
2571,5,987457007
3300,4,987895952
3409,2,987895720
3513,3,987895651
3578,5,987895902
3624,4,987895902
3717,3,987895952
3753,4,987895902
3793,4,987895902
3798,4,987895720
3827,4,987895952
3863,4,987896183
3893,3,987895651
3897,4,987895582
3952,3,987895651
3977,3,987895952
3996,5,987895902
4011,5,987895651
4148,4,987895720
4,3,835441653
7,3,835441989
19,1,835441168
25,4,835441394
32,4,835441168
39,3,835441186
47,5,835441133
95,5,835441295
105,3,835441371
110,5,835441107
150,4,835440977
153,2,835441012
193,3,835441371
231,3,835441042
266,5,835441168
282,5,835441239
288,4,835441107
296,3,835440978
318,3,835441042
337,5,835441239
339,4,835441066
344,2,835441012
351,3,835441686
356,4,835441239
367,1,835441210
376,4,835441620
377,3,835441328
383,4,835441729
434,4,835441066
448,3,835442201
455,3,835441812
477,4,835441578
480,3,835441262
491,3,835441672
508,3,835441558
509,5,835441347
524,3,835442007
527,3,835441371
539,4,835441415
540,3,835441794
552,3,835441558
553,4,835441239
586,3,835441451
590,4,835440977
592,2,835440976
593,4,835441086
597,3,835441431
784,1,835442447
1,2.5,1510577970
44,1,1299424916
47,3.5,1510571970
158,1,1299424840
172,1,1299424762
256,3,1299425021
260,5,1510571946
293,3,1510571962
296,4,1510571877
318,5,1510571866
355,1,1299425002
356,5,1510571873
364,3,1510577958
527,5,1510571982
588,3,1510577985
589,5,1510572012
596,2,1510578088
780,3.5,1510572881
849,2,1299425064
858,4,1510571941
1196,5,1510572645
1198,4,1510571989
1200,5,1510572775
1210,5,1510572653
1214,5,1510572684
1240,4,1510572646
1265,3.5,1510572001
1270,5,1510571953
1347,3,1299425144
1527,3,1510572660
1653,4.5,1510572798
1909,2.5,1299424890
2001,5,1299424826
2011,5,1510572060
2012,4,1510572114
2028,3.5,1510571984
2081,3,1510578011
2085,1.5,1510578050
2150,5,1299425040
2278,2.5,1299424998
2329,4.5,1510572005
2571,4,1510571744
2762,3,1510571764
2858,4,1510571751
2916,4.5,1510572872
2959,2.5,1510571747
3147,5,1510571797
3156,5,1510573324
3499,4,1510572526
3510,5,1299425097
3535,3.5,1510572486
3555,4,1299425208
3578,5,1510571768
3617,1.5,1299425200
3753,3,1510571680
3949,4,1510572144
3994,3,1510571677
4018,4,1299425113
4022,3.5,1510572048
4226,1.5,1510571774
4306,3,1510577965
4370,4,1510573239
4720,5,1510571736
4886,3.5,1510577956
4993,3.5,1510571754
4995,5,1510571789
5445,4,1510571793
5618,3,1510578001
5952,3.5,1510571759
5971,2,1510577982
5989,5,1510571938
6377,3,1510577979
6502,3.5,1510571682
6874,3,1510572077
7254,3.5,1510572802
7438,3,1510572163
8360,2.5,1510578083
8644,3.5,1510572823
8961,2.5,1510577973
33493,5,1510572900
48304,4.5,1510572550
48774,3,1510573220
48780,4.5,1510572075
50872,3,1510577962
56174,3.5,1510572810
58559,2,1510571886
59315,2,1510572096
60069,3.5,1510577951
